text,label
Baustelle verengt Fahrbahn auf gefährliche Breite für Radfahrer.,Gefahrenstelle
Lieferwagen blockieren regelmäßig die Sicht an der Kreuzung.,Gefahrenstelle
Überholmanöver gefährlich nah am Donaukanal.,Gefahrenstelle
Schild irreführend – Fahrverbot gilt nicht für Radfahrer.,Markierung oder Schild
Grünschnitt liegt seit Tagen unentfernt auf dem Radweg.,Hindernis
keine Bodenmarkierung - Radweg ist für Fußgänger nicht als solcher erkennbar. Durch die Randsteine ist ein Ausweichen schwer möglich; der Radweg ist sehr eng.,Markierung oder Schild
Rollcontainer vom Supermarkt auf Radweg abgestellt.,Hindernis
Parkende Autos stehen täglich auf dem Radstreifen.,Hindernis
Die Gleise an dieser Stelle werden offensichtlich längst nicht mehr verwendet und sollten daher entfernt werden.,Hindernis
Sperre der Durchfahrt bei Freie Mitte aufgrund von Abrissarbeiten der ÖBB bis voraussichtlich Anfang,Hindernis
Keine sichere Radverbindung über die Tangente.,Lückenschluss
Ampelausfall an vielbefahrener Kreuzung ohne Ersatzregelung.,Gefahrenstelle
Radweg im Kurpark Oberlaa endet abrupt.,Lückenschluss
Kennzeichnung des Begegnungsradwegs fehlt.,Markierung oder Schild
Radampel oft außer Betrieb – kein Hinweis.,Ampel
Das Radwegschild bei der Einmündung in den Liesinger Platz wird aufgrund der unübersichtlichen Verkehrssituation oft übersehen. Radfahrer fahren intuitiv gegen die Einbahn und werden von der Polizei gestraft.,Markierung oder Schild
Tauben-Fütterungsreste machen Radweg glitschig.,Hindernis
Lücke in der Radroute zwischen Hietzing und Lainz.,Lückenschluss
Auf der Brünner Straße und der Gerasdorfer Straße fehlt sichere Radfahrinfrastruktur komplett. Selbst nach einer Straßenerneuerung wurde kein Radweg errichtet.,Lückenschluss
Radampel ohne Countdown-Anzeige für Restzeitanzeige.,Ampel
Kabelstrang quer über den Radweg gespannt.,Hindernis
Absperrband der Polizei blockiert den Radweg.,Hindernis
Stadtwerke-Fahrzeug parkt auf dem Radstreifen.,Hindernis
Gerüstbefestigung ragt in Fahrbahn hinein.,Hindernis
Fehlende Unterquerung der Tangente für Radfahrer.,Lückenschluss
wenn man ueber die kreuzung bei der augartenbruecke faehrt also von wilhelm kienzel park in ruth maier park steht quasi mitten auf dem radweg ein radwegschild und eine radampel die den weg einengt!,Hindernis
Fehlende Radwegverbindung zwischen Favoriten und Meidling.,Lückenschluss
Grünpfeil für Rechtsabbieger-Radfahrer fehlt.,Ampel
Die Ampelphase für Radfahrer*innen und Fußgänger*innen ist zu kurz! Durch die unterschiedlichen Phasen für den Autoverkehr (u.a. Linksabbieger in die Untere Donaustraße) müssen die oben genannten ewig warten.,Ampel
Wenig Platz zwischen Straßenbahnschienen und Radweg führt zu Stürzen.,Gefahrenstelle
Blinder Fleck beim Abbiegen in die Nebenstraße.,Gefahrenstelle
Radfahrer-Ampel zu klein und schlecht sichtbar.,Ampel
"Die hier einbiegenden Linienbusse haben gegenüber dem Radweg Vorrang. Trotzdem sollten die Randsteine komplett abgesenkt werden und nicht mehreren cm hoch sein, was zum Ruinieren von Felgen und Speichen beiträgt und ein Unfallrisiko sein kann.",Hindernis
Ampel für Radfahrer nach Vandalismus nicht repariert.,Ampel
Grünpfeil für Radfahrer fehlt beim Rechtsabbiegen.,Ampel
"Das Schild ""Keine Zufahrt zum Kahlenberg"" ist irreführend, da das Fahrverbot nicht für Radfahrer gilt. Eine korrekte Beschilderung würde vor allem Freizeitradlern helfen.",Markierung oder Schild
"Am Radweg wurde ein Metallpfosten entfernt, die verbleibende Halterung ist scharfkantiges Metall und steht ca. 7 cm aus dem Asphalt hervor. Wer den übersieht hat zumindest einen Patschen, schlimmer noch einen Unfall",Gefahrenstelle
Gerüst der Hausrenovierung ragt weit in den Radweg.,Hindernis
"Der Radweg ist hier entlang der Schlemmerstraße relativ schmal (anfangs (richtung Stadtauswärts), im Verlauf wird es dann plötzlich besser). Zwei begegnende Radfahrer in vollem Tempo sind oder nur kaum sicher möglich.",Gefahrenstelle
Lücke zwischen Radweg Praterstraße und Donaukanal.,Lückenschluss
"In der Wilhelm-Exner-Gasse wurde ein Rechtsabbiege-Gebotsschild aufgestellt das eine wichtige Radverbindung illegalisiert. Eine Zusatztafel ""ausgenommen Radverkehr"" wäre notwendig.",Markierung oder Schild
Signalanlage nicht auf neuen Radweg abgestimmt.,Ampel
Radfahrer-Signal fehlt auf neuer Brücke.,Ampel
Verbindung zwischen Radroute 4 und Donaukanal fehlt.,Lückenschluss
Straßenmarkierungsmaschine hat Farbe auf Radweg verschüttet.,Hindernis
Gefährliche Situation beim Einfahren in die Unterführung.,Gefahrenstelle
"Hier ist der hohe Bordstein zwischen Mischweg (Fußgänger + Fahrrad) und Straße nicht abgesenkt, was sowohl für Fahrradfahrer als auch Kinderwägen, Rollstuhlfahrer etc. problematisch ist,",Hindernis
"Speisinger Straße, Abschnitt Maurer Hauptplatz -> Rosenhügelstraße",Lückenschluss
Verbindung vom Schönbrunner Schlosspark zur Innenstadt fehlt.,Lückenschluss
"Die Eckartsaugasse zwischen Stachegasse und Hetzendorfer Straße benutzen zu können, wäre sehr hilfreich, um die gefährliche Breitenfurter Straße vermeiden zu können.",Lückenschluss
"Wurde heute von einem nach rechts abbiegenden Auto angefahren. Gerade aus für Fahrrad, sowie rechts abbiegen für Autos war grün. (und Lenker am Handy!)",Gefahrenstelle
"Diese Ampel sollte angesichts des überschaubaren Verkehrsaufkommens entfernt werden. Derartige Anlagen verlocken ohnehin dazu, ignoriert zu werden, und sind somit kontraproduktiv.",Ampel
Ampelanlage reagiert nicht auf Radfahrer-Sensor.,Ampel
Direkte Linie vom Zentrum zum AKH für Radfahrer fehlt.,Lückenschluss
Abgesplitterter Randstein liegt auf dem Radweg.,Hindernis
Zu lange Rotphase auf ruhiger Nebenstraße.,Ampel
"An der offiziellen MTB-Strecke Kahlenbergerdorf ist ein Fahrverbot-Schild angebracht (ausgenommen Wirtschaftsfuhren), obwohl es sich um eine offizielle Radstrecke handelt.",Markierung oder Schild
Kreuzung bei der Votivkirche – Autos und Radfahrer kollidieren oft.,Gefahrenstelle
Kreuzung am Praterstern – hohes Unfallrisiko für Radfahrer.,Gefahrenstelle
"Eine der lächerlichsten Ampeln von Wien, vom Typ ""Private Ausfahrt wird geregelt, die zufällig in eine größere Kreuzung mündet"". Habe ich noch nie in Verwendung gesehen",Ampel
Autos ignorieren Bodenmarkierung des Radwegs.,Gefahrenstelle
Radfahrer müssen Kreuzung ohne Ampelregelung queren.,Gefahrenstelle
Auffahrt auf die Stadtautobahn kreuzt den Hauptradweg gefährlich.,Gefahrenstelle
Radstreifen endet ohne Hinweis mitten auf der Fahrbahn.,Markierung oder Schild
Überfahrener Rucksack – Fundstück mitten auf der Spur.,Hindernis
Radwegnetz endet abrupt an Bezirksgrenze.,Lückenschluss
"Für Fahrräder gibt es hier eine eigene Ampel, welche noch grün ist, während die Fußgängerampel bereits rot ist. Die Fahrradampel ist für abbiegende Autofahrer jedoch nicht sichtbar. Diese sehen die rote Fußgängerampel und sind der Meinung, freie Fahrt zu haben.",Ampel
"Durch die Baustelle enden die Radwege im Bauzaun bzw. führen sogar in den Gegenverkehr, keine Umleitung und auch keine Beschilderung. Völlig unklar wie man hier als Radfahrer fahren sollte",Gefahrenstelle
Radroute-Schild zeigt falsche Richtung.,Markierung oder Schild
Autos fahren in die Fußgängerzone und gefährden Radfahrer.,Gefahrenstelle
Schild für Tempo-30-Zone für Radfahrer nicht einsehbar.,Markierung oder Schild
Ampel muss besser mit benachbarter Kreuzung abgestimmt werden.,Ampel
Separate Radfahrer-Ampel fehlt an neuer Kreuzung.,Ampel
Radweg endet vor der Stadtgrenze ohne Anschluss.,Lückenschluss
Wartezeit an Bedarfsampel unverhältnismäßig lang.,Ampel
Ampelanlage nicht für hohe Radfahrerfrequenz ausgelegt.,Ampel
Keine Radroute durch das Museumsquartier.,Lückenschluss
Eisplatten nach Frost auf dem schattigen Radweg.,Hindernis
Kein Radweg auf der Stadteinfahrt von Norden.,Lückenschluss
Ein kurzes Stück Radweg entlang dieser Seite der Gürtelfahrbahn würde das Fahren Äußere Mariahilfer Str -> Bürgerspitalgasse ermöglichen.,Lückenschluss
Autos stehen in der Radfahrer-Aufstellfläche vor der Ampel.,Gefahrenstelle
Hier sollte sich anstelle des Schutzweges auch eine Radüberfahrt befinden!,Lückenschluss
Nur ortskundige Autofahrer wissen dass sie bei Betriebs- und Geschäftseinfahrten einen Rad- und Fußgängerweg queren. Täglich biegen Autofahrer in Einfahrten ein ohne zu schauen oder abzubremsen. Täglich erlebe ich auf einem vermeintlich sicheren Radweg unangenehme Situationen.,Gefahrenstelle
Herabgefallene Dachziegel auf Radweg.,Hindernis
Ampelphase für Radfahrer bei der Ringstraße zu kurz.,Ampel
Kein Radweg auf der Groß-Enzersdorfer Straße.,Lückenschluss
Verbindung zwischen Radweg und S-Bahn-Station fehlt.,Lückenschluss
Schnee von Einfahrt auf Radweg geschoben.,Hindernis
Fehlende Pfeile für Radfahrer-Führung an Kreuzung.,Markierung oder Schild
Die Ampel erkennt auf der Linksabbiegespur der Ghegastraße (Nordosten) Richtung Arsenalstraße (Südosten) nicht zuverlässig Radfahrer.,Ampel
Kreuzung Mariahilfer Straße unübersichtlich für Radfahrer bei Nacht.,Gefahrenstelle
"Bei der Einfahrt zum dortigen Geh- und Radweg ist nur eine kleine, versetzte Rampe, ansonsten nur ein hoher Randstein. Dieser sollte auf Straßenniveau abgeflacht werden.",Hindernis
Schiene ragt aus Boden heraus – Sturzgefahr.,Gefahrenstelle
Bedarfsampel schaltet auch bei keinem Fußgänger auf Rot.,Ampel
Schnittstelle zwischen Hauptradrouten nicht ausgebaut.,Lückenschluss
Kreuzungsbereich Spittelau schlecht einsehbar für Radfahrer.,Gefahrenstelle
Entwässerung defekt. Nach Regenfällen ist der Radweg immer in seiner vollen Breite überschwemmt.,Hindernis
Hinweis auf Radweg-Ende vor Einmündung fehlt.,Markierung oder Schild
Ampelphase für Radfahrer bei der Tangente zu kurz.,Ampel
"An der Kreuzung Gersthofer Straße/Kreuzgasse Richtung Gersthofer Platzl endet der Radweg, sodass rechtsabbiegende Autofahrer*innen theoretisch Vorrang haben - was eine Unfallgefahrenstelle darstellt.",Gefahrenstelle
bei dieser querung am neuen radweg hütteldorfer strasse fahren regelmässig autos auf den radweg um dann beim fließverkehr hütteldorfer zu warten. damit blockieren sie die durchfahrt am radweg,Hindernis
Radweg entlang der Donau unterbrochen bei km 12.,Lückenschluss
Keine sichere Route für Radfahrer in Stammersdorf.,Lückenschluss
Lieferzone direkt auf dem Radstreifen in der Innenstadt.,Gefahrenstelle
"Bei der Ausfahrt vom Mistplatz rollen Kfz immer wieder schwungvoll heraus bis über den Radstreifen (bis zur Linie, die den Radstreifen von der allgemeinen Fahrbahn abgrenzt). Der angebrachte Verkehrsspiegel bringt hier leider kaum was.",Gefahrenstelle
Lastwagen halten auf dem Radstreifen und zwingen Radfahrer auf Fahrbahn.,Gefahrenstelle
"Die Baustelle blockiert den Radweg. Da der Radweg bis unmittelbar vor der Baustelle geht und für diesen Benutzungspflicht gilt, ist ein einigermaßen Flüssiges vorankommen hier unmöglich.",Hindernis
Abstand beim Überholen durch LKW viel zu gering.,Gefahrenstelle
Verbindung vom Grünen Prater zum Nordbahnhof fehlt.,Lückenschluss
Am Gürtel fahren LKW viel zu nah an Radfahrern vorbei.,Gefahrenstelle
"Hier ist jetzt nach dem Radweg-Stück durch die Unterführung ein mit Beton-Elementen abgetrennter Streifen. Wahrscheinlich ein Dauer-Provisorium anlässlich der U-Bahn-Baustelle. Bitte klarstellen, ob das ein Gehsteig oder ein Geh- und Radweg sein soll.",Markierung oder Schild
Kein Schild für Radfahrer-Übergang über Hauptstraße.,Markierung oder Schild
"Paradebeispiel für zwei absolut unsynchronisierte Ampeln. Die Ampel von der Dominikanerbastei ist rot, dafür die Fahrrad/Fußgänger Ampel auf anderen Seite grün und vice versa.",Ampel
Viel zu lange Autos parken auf den Schrägparkplätzen zum Teil auch mit den Rädern am schlechter beleuchteten Radweg Jetzt gerade waren es 4 oder 5 Autos und das passiert ständig.,Gefahrenstelle
Radfahrer-Gegenverkehr nicht beschildert in Einbahn.,Markierung oder Schild
Betonelemente versperren den Durchgang am Radweg.,Hindernis
Beinahe-Unfall täglich an dieser Kreuzung wegen schlechter Ampelschaltung.,Gefahrenstelle
"HIer wäre ein sehr kurzes Radwegstück wünschenswert, um von der Kirchfeldgasse aus die Kreuzung überqueren und in die Karl-Heiz-Straße gelangen zu können (Zufahrt Liesingbach).",Lückenschluss
Verbindung zwischen Radnetz und Vösendorf fehlt.,Lückenschluss
Taxistand direkt am Beginn des Radwegs.,Gefahrenstelle
Radsignal nach Baustelle nicht mehr vorhanden.,Ampel
Kein Schild für empfohlene Radroute nach der Kreuzung.,Markierung oder Schild
Lücke in der Radroute 8 zwischen zwei Bezirken.,Lückenschluss
Kein Radweg auf der Brünner Straße stadtauswärts.,Lückenschluss
Dichte Bebauung verhindert Sicht beim Ausfahren aus Tiefgarage.,Gefahrenstelle
Fehlende Radfahrer-Ausnahme bei Zufahrtsverbot.,Markierung oder Schild
Von der Kaiserallee kommend blocken zu eng gestellte Betonklötze die Auffahrt auf die Südportalstraße.,Hindernis
Beim Abbiegen von der Hörlgasse wird man von Autos nicht gesehen.,Gefahrenstelle
Fußgängerzone wird von Autos trotz Verbot befahren.,Gefahrenstelle
Ampel nicht für Zweirichtungsradweg ausgelegt.,Ampel
Ampel am Ende der Unterführung schaltet zu selten.,Ampel
Starker Gegenverkehr auf Radweg ohne bauliche Trennung.,Gefahrenstelle
Müll und Scherben nach Veranstaltung auf Donauinsel-Radweg.,Hindernis
Kreuzung beim Stadtpark ohne ausreichende Wartebereich für Radfahrer.,Gefahrenstelle
Hier liegt seit geraumer Zeit ein demontiertes Verkehrs-Schild mitsamt Stange am Radweg herum. Ist nur eine frage der zeit bis sich jemand daran verletzt.,Hindernis
Sandsäcke vom letzten Hochwasser noch nicht entfernt.,Hindernis
Kein Radweg auf der Gürtelstrecke im Bereich Ottakring.,Lückenschluss
Grünphase wird übersprungen wenn kein Fahrzeug wartet.,Ampel
Tiefer Riss quer über den Radweg nach Frostperiode.,Hindernis
Fehlende Piktogramme auf der Fahrbahn im Kreuzungsbereich.,Markierung oder Schild
Enge Unterführung – kein Platz für Begegnungsverkehr.,Gefahrenstelle
Einbahnregelung unklar – Gegenverkehr auf dem Radweg.,Gefahrenstelle
Öllache auf dem Radweg nach Unfall nicht gereinigt.,Hindernis
Bordstein zu hoch abgesetzt – Fahrrad springt beim Überfahren.,Hindernis
Schneereste nach Winterdienst gefroren auf Radweg.,Hindernis
"Wenn man als Radfahrer hier geradeaus in die Landstraßer Hauptstraße fahren möchte, wird man oft von dem entgegenkommenden, linksabbiegenden Autos übersehen, da diese gleichzeitig grün haben.",Gefahrenstelle
Allgemeines Fahrverbot ohne Radfahrer-Ausnahme auf öffentlicher Straße.,Markierung oder Schild
Vorrang-Schild für Radfahrer fehlt an wichtiger Querung.,Markierung oder Schild
Radfahrer werden von Straßenbahn knapp überholt.,Gefahrenstelle
Rücksichtsloser Überholvorgang auf der Praterstraße.,Gefahrenstelle
"Ich bin der Meinung, dass an dieser Stelle der Mehrzweckstreifen auf der linken Seite der Fahrbahn entfern gehört. Er ist nicht konform mit dem Rechtsfahrgebot und zwingt die Radfahrer zu einem unnötigen und potentiell gefährlichen Spurwechsel kurz vor der Kreuzung+Ampel.",Markierung oder Schild
Kein sicherer Radweg auf der Leopoldauer Straße.,Lückenschluss
Beschilderung nach Straßenbahn-Umbau nicht angepasst.,Markierung oder Schild
Ein Ausbau dieses Feldweges zwischen Marchfeldkanal/Brünner Straße und Draugasse zu einem Radweg (am besten mit Beleuchtung und asphaltiert) würde eine hochwertige Radverbindung zwischen Leopoldau (U-Bahn) und Stammersdorf herstellen.,Lückenschluss
"Es ist unverständlich, warum die Ampelregelung, wenn es schon auf Wunsch der Wiener Linien (?) eine geben muss, nicht wie an der Kreuzung mit der Capistrangasse ist.",Ampel
Gehwegplatten nach Arbeiten auf Radweg gestapelt.,Hindernis
Einmündung ohne Vorrangregelung für Radfahrer.,Gefahrenstelle
"Radwegmarkierung falsch. Keine Nutzungspflicht (Taferl), Bodenmarkierung rund statt eckig.",Markierung oder Schild
Radfahrer-Vorampel nach Umbau nicht wieder installiert.,Ampel
Radfahrer-Ampel zeigt anderes Signal als erwartet.,Ampel
Straßenbauarbeiten – Schotter auf dem Radstreifen.,Hindernis
Fehlende Radwegführung durch den Kurpark Oberlaa.,Lückenschluss
"Beim nun erlaubten Radfahren gegen die Einbahn in der Florianigasse ist hier und an anderen Seitengassen offenbar Rechtsvorrang vorgesehen. Wenn schon, dann sollte an sämlichten Kreuzungen für alle Rechtsvorrang gelten (außer vielleicht bei der Busquerung) und auch die Ampeln entfernt werden.",Markierung oder Schild
Palette von Lieferwagen mitten auf dem Radstreifen abgestellt.,Hindernis
Radfahrer müssen Taste drücken – nicht automatisch grün.,Ampel
Verbindung zum Wienerberg fehlt.,Lückenschluss
Verbindung zwischen Radroute 1 und Westbahnhof nicht vorhanden.,Lückenschluss
"Schild ""Rechtsabbiegen bei Rot für Radfahrende erlaubt"" fehlt. Man biegt hier in eine Radspur ein.",Markierung oder Schild
Fahrradwegmarkierung fehlt.,Markierung oder Schild
Tempobeschränkung für Radfahrer in Fußgängerzone fehlt.,Markierung oder Schild
Grünphase endet bevor Lastenrad Kreuzung überquert hat.,Ampel
Die Räumzeit nach der Grünphase von der Lazarettgasse kommend ist viel zu kurz für Radfahrer die links in Richtung währinger abbiegen. Wenn beim ersten grünen Blinker noch mit drüber gefahren wird kommt einem auf der anderen Seite schon der Gegenverkehr in die Spur. 5 sek.,Ampel
Autos parken auf Schutzweg und blockieren Sicht.,Gefahrenstelle
"Hier fehlt eine Verbindung auf der Prager-Straße zwischen der Mayerweckstraße und der in Langenzersdorf liegenden Nebenfahrbahn der Wiener Straße. Nebenbei wäre ein Gehsteig auch toll, Platz wäre ausreichend vorhanden.",Lückenschluss
Fehlende Querverbindung zwischen zwei Hauptradrouten.,Lückenschluss
Ampel nach Reparatur falsch justiert.,Ampel
Fehlende Route vom Kagran zur Donauinsel.,Lückenschluss
Fehlende Unterquerung der Stadtautobahn für Radfahrer.,Lückenschluss
Schotter nach Bauarbeiten auf der Radspur verteilt.,Hindernis
Fehlende Markierung vor der Ampel für Radfahrer.,Markierung oder Schild
Grünphase endet während Radfahrer noch in Kreuzung.,Ampel
"Die Autofahrer von der Renngasse kommend und nach links in Richtung Am Hof einbiegend übersehen leicht, dass Radfahrer auf dem Radstreifen von links kommen, der gegen die Einbahn verläuft. Eine bessere Beschilderung,",Gefahrenstelle
Schild für Radfahrzone wurde entfernt ohne Ersatz.,Markierung oder Schild
Schon den dritten Tag hintereinander blockiert hier ein anderes Fahrzeug die Einmündung des Weges in die Draschestraße,Hindernis
Schild ragt auf Radfahrhöhe in den Weg hinein.,Markierung oder Schild
Gegenverkehr auf Einbahn – Radfahrer haben keine Ausweichmöglichkeit.,Gefahrenstelle
Baumwurzeln heben Asphalt an – holprig und gefährlich.,Hindernis
"Der Steg Viktor-Kaplan-Straße über die Donaustadtstraße ist nicht für Radfahrer freigegeben, obwohl er eine schnelle Querung ohne Ampel ermöglicht und seit Jahrzehnten von Radfahrern genutzt wird.",Lückenschluss
"Dafür, dass hier ein reiner Radweg ausgeschildert ist, befinden sich hier zu viele Fußgänger. Oft ist schnelles Vorankommen (es geht zumindest in einer Richtung bergab) nicht möglich und man verpasst die ohnehin kurze Grünphase bei Querung Hernalser Hauptstraße. Wie dies zu lösen ist kann ich nicht sagen.",Markierung oder Schild
Kein Schild für erlaubtes Radfahren in Fußgängerzone.,Markierung oder Schild
Sandverwehungen auf dem Radweg im Bereich Donauinsel.,Hindernis
Gefahrensymbol vor holprigem Untergrund fehlt.,Markierung oder Schild
Lücke im Radnetz zwischen Floridsdorf und Kagran.,Lückenschluss
"Beim baustellenbedingten Umdrehen der Einbahn (ausgenommen Fahrrad) wurde das ""ausgenommen Fahrrad"" ""vergessen.",Hindernis
Aufkleber ausgenommen Fahrrad abgeblättert.,Markierung oder Schild
Radfahrerampel zeigt seit zwei Wochen kein Signal.,Ampel
Nägel auf dem Radweg – wahrscheinlich von der Baustelle.,Hindernis
Linksabbiegen für Radfahrer ohne Ausnahme verboten.,Markierung oder Schild
Ein Problem ist schon einmal der Ampelrückstau an dieser Stelle und zu wenig Platz zum ansonsten eralubten rechts vorfahren.,Hindernis
Rollrasen-Reste nach Parkumgestaltung auf Radweg.,Hindernis
Ampel sollte wegen sehr überschaubarem Verkehrsaufkommen entfernt werden.,Ampel
"Die Fahrbahn hat schon sehr viele Schlaglöcher. Mag vielleicht für Autos egal sein. Wenn man kein Mountainbike hat, ist die Straße ordentlich holprig!",Gefahrenstelle
Das Abbiegen aus der Faradaygasse Richtung Norden in die Franz-Grill-Straße Richtung Norden funktioniert gut. In die andere Richtung leider gar nicht. Hier gibt es leider keine sinnvolle Linksabbiegelösung,Ampel
Rechtsabbieger schneiden regelmäßig den Radweg beim Abbiegen.,Gefahrenstelle
Kieselsteine von der Baustelle überall auf dem Radstreifen.,Hindernis
Schild für Radroute nach Renovierung nicht ersetzt.,Markierung oder Schild
Radampel am Donaukanal seit Wochen ausgefallen.,Ampel
Verbindung zwischen Radroute 5 und U6 fehlt.,Lückenschluss
Fußgänger stehen auf der Radfahrspur und blockieren.,Gefahrenstelle
Keine sichere Möglichkeit nach Strebersdorf zu radeln.,Lückenschluss
Kein Hinweis auf Radfahrverboten-Ende nach Tunnel.,Markierung oder Schild
Beim neuen Radweg wurde eine Auffahrtsrampe vergessen. Wenn man von der Marianne-Hainisch-Gasse Richung Rennweg/Simmeringer Haupptstr. fährt und nach links in der Rinnböckstraße Richtung Simmering au..,Hindernis
"sinnlose Rad-Ampel für Radler am äußeren Burgring-Radweg: die Einbahn ist gut überschaubar, Straßenbahn & Bus mit der Ampel nicht mitgeregelt und daher auch bei grün zu beachten",Ampel
Ampel bei Unterführung zeigt selten Grün.,Ampel
Herausstehende Bolzen auf dem Radweg nach Bauarbeiten.,Hindernis
Zugemüllter Unterstand versperrt Radweg-Zugang.,Hindernis
Gleichzeitig grün für Autos und Radfahrer – gefährlich.,Ampel
Der Steg ist wegen Stufen nur schwer mit dem Fahrrad passierbar.,Hindernis
Es fehlt eine Verbindung von der Schönbrunner Straße über die Ruckergasse Richtung Meidlinger Hauptstraße.,Lückenschluss
Kein Radweg entlang der Meidlinger Hauptstraße.,Lückenschluss
Das Kopfsteinplaster am Michaelerplatz ist in einem schlechten Zustand und morgens uebrigens auch gerne nass und daher recht rutschig da haeufig gereinigt wird,Gefahrenstelle
Bodenmarkierung für Radfahrer komplett verblasst.,Markierung oder Schild
Fehlende Unterführung für Radfahrer unter der Bahn.,Lückenschluss
Grünpfeil zum rechts abbiegen aus der Hernalser in die Hormayrgasse wäre hilfreich und sinnvoll,Ampel
Autofahrer biegen in falsche Richtung ab und kommen entgegen.,Gefahrenstelle
Kurz nach der Ampfel ist für GravelbikerInnen und RennradfahrerInnen ein ziemlich gefährlicher Kanaldeckel (Bodenwelle). Zudem ist hier noch kein Mehrzweckstreifen eingezeichnet. Was diese Stelle dadu..,Hindernis
Radampel zeigt Grün obwohl Autos noch abbiegen.,Ampel
Nahezu tägliche Beinahunfälle an dieser Stelle im 20. Bezirk.,Gefahrenstelle
"Warum ist nicht schon vor der aktuellen Grünphase für die RadfahrerInnen grün? Da biegen PKWs von der nördlichen Arsenalstraße in die Ghegastraße ein, es gibt auch sonst keine Verkehrskreuzungen,",Ampel
Die Ampelschaltung von der Innenstadt kommend ist aus dem Takt mit jener Ampel an der Kreuzung Währinger Straße / Ring. Das war bis vor der Baustelle nicht der Fall. Bitte dies zu korrigieren.,Ampel
Behinderung durch Falschparker im Kreuzungsbereich.,Hindernis
Abbiegen von der Landstraßer Hauptstraße sehr riskant.,Gefahrenstelle
Tempo-20-Schild für Fußgängerzone nicht für Radfahrer.,Markierung oder Schild
Kein Radweg auf der Krottenbachstraße in beiden Richtungen.,Lückenschluss
Straßenfeger hat Kehricht auf Radstreifen geschoben.,Hindernis
Wichtige Verbindung zum Bahnhof Meidling fehlt.,Lückenschluss
Fehlende Querung der Bahn für Radfahrer in Simmering.,Lückenschluss
Bessere Beschilderung des Weges in die Ullmannstraße.,Markierung oder Schild
"Der kombinierte Fuß- und Radweg ist in einem schlechten Zustand. Ohnehin eher schmal für Fußgänger und Radfahrer zusammen ist der Asphalt sehr uneben, zahlreiche Löcher und Wellen der Bäume zieren fast die gesamte Länge des Radweges an der Hermesstraße.",Hindernis
Zu lange Wartezeit an Bedarfsampel am Donaukanal.,Ampel
Eine Bedarfsampel für Radfahrer an einer Hauptradroute über eine einspurige Straße mit geringem Verkehrsaufkommen ist ein No-Go.,Ampel
Tiefes Schlagloch nach Frostschäden auf der Radspur.,Hindernis
Kanaldeckel fehlt – offene Grube auf dem Radweg.,Hindernis
Fehlende Route entlang der Westbahn nach Penzing.,Lückenschluss
Bretter von der Fassadenrenovierung auf Radweg.,Hindernis
Gehweg und Radweg enden gleichzeitig – wohin jetzt?,Gefahrenstelle
Kein Radweg auf der Wagramer Straße in Floridsdorf.,Lückenschluss
Verbindung zwischen Radweg und U-Bahn-Station fehlt.,Lückenschluss
Verbindung zwischen Radnetz und Flughafen nicht vorhanden.,Lückenschluss
"In der Sechsschimmelgasse befindet sich vor der Kreuzung mit dem inneren Gürtel (Fahrtrichtung stadteinwärts) ein Linksabbiegegebot. Für den MIV ist das in Anbetracht der Einbahnregelung korrekt, allerdings verbietet es das Rechtsabbiegen auf den Gürtelradweg (Zweirichtungsradweg). Hier wäre eine Zusatztafel ""ausgenommen Fahrrad"" notwendig!",Markierung oder Schild
Sensor für Radfahrer unter Schnee begraben.,Ampel
Ein kurzer Radweg mit Benützungspflicht mündet nach einer Kurve 90° in den Gürtel ein. Für Radfahrer die in die Felberstraße einfahren wollen ist dieser Radweg gefährlich.,Markierung oder Schild
Bauzaun wurde verschoben und blockiert jetzt Radweg.,Hindernis
"Ein Radweg über den Julius Tandler Platz, der Nordbergstraße und Althahnhstraße verbindet würde sich anbieten. Genug Platz wäre da!",Lückenschluss
es gibt keinen gesicherten Radweg um die Kendlerstraße in Richtung Sporckplatz zu überqueren. Es gibt einen Radüberweg neben dem Zebrastreifen: dieser ist allerdings nur für Radfahrende aus der anderen Richtung gedacht,Gefahrenstelle
Verbindung vom Augarten zur Innenstadt nicht sicher.,Lückenschluss
"Für die Einbahn der Umleitung in der Peter-Jordan-Straße besteht eine Ausnahme für Radfahrer, diese ist aber am Beginn der Umleitung nicht angekündigt.",Markierung oder Schild
Fehlende Radwegquerung über die Donau im 21. Bezirk.,Lückenschluss
Radweg Floridsdorfer Brücke endet ohne Weiterführung.,Lückenschluss
Falschfahrer in der Einbahn ohne Fahrrad-Ausnahme.,Gefahrenstelle
Verbindung zwischen Gürtelradweg und Innenstadt fehlt.,Lückenschluss
Autos parken auf Gehsteig und zwingen Radfahrer auf Fahrbahn.,Gefahrenstelle
Unbeleuchteter Bereich auf dem Radweg im Herbst gefährlich.,Gefahrenstelle
Autos parken auf dem Radstreifen und blockieren die Sicht beim Abbiegen.,Gefahrenstelle
"Der Radfahrüberfahrt wurde so zwischen Ampel, Straßenschilder und Bäume gequetscht, dass es für zwei Radfahrende die sich an dieser Stelle entgegen kommen nicht möglich ist ungefährlich aneinander vorbeizufahren.",Gefahrenstelle
Schutzweg-Markierung fehlt beim Radweg-Übergang.,Markierung oder Schild
Radampel blinkt gelb statt grün zu zeigen.,Ampel
