text,label
Das Linksabbiegen in die Währinger Straße ist für Radfahrer unsicher da kein eigener Abbiegestreifen vorhanden ist. Zwischen Ende des Radstreifens und der Kreuzung fehlt eine klare Markierung für Radfahrer.,Markierung oder Schild
"An der Kreuzung Gersthofer Straße/Kreuzgasse Richtung Gersthofer Platzl endet der Radweg, sodass rechtsabbiegende Autofahrer*innen theoretisch Vorrang haben - was eine Unfallgefahrenstelle darstellt.",Gefahrenstelle
Beim neuen Radweg wurde eine Auffahrtsrampe vergessen. Wenn man von der Marianne-Hainisch-Gasse Richung Rennweg/Simmeringer Haupptstr. fährt und nach links in der Rinnböckstraße Richtung Simmering au..,Hindernis
Der neue Radweg führt mittels Sperrlinie rechts in die Boschstraße. Eine sichere Eingliederung in den Verkehr Richtung Heiligenstätterstraße ist ohne Überfahren der Sperrlinie nicht möglich.,Markierung oder Schild
"Die Befestigung des Weges mit Schotter wurde erneuert, nur zwei Stellen mit üblen und kaum zu überwältigenden Kopfsteinpflaster wurden belassen und nicht Radfahrfreundlich ersetzt",Hindernis
Ein kurzer Radweg mit Benützungspflicht mündet nach einer Kurve 90° in den Gürtel ein. Für Radfahrer die in die Felberstraße einfahren wollen ist dieser Radweg gefährlich.,Markierung oder Schild
Ein kurzes Stück Radweg mit Benützungspflicht unterbricht den Fließverkehr. Nach wenigen Metern muss man sich wieder einordnen und die Bodenmarkierungen ermöglichen keine Geradeausfahrt.,Markierung oder Schild
"aus unbekannten günden bekommt nach der neuerrichtung der ampelanlage der radverkehr auf dem ""radhighway"" erst einige sekunden nach der ampel für die fahrbahn grün",Ampel
"Ampel über Franz-Josefs-Kai, stadteinwärts: Es gibt Städte, die in den letzten Jahren die Situation für Radfahrer*innen massiv verbessert haben und auch weiter an einer Verbesserung arbeiten (u.a. Paris). Und dann gibt es Wien: Die Ampel über den Franz-Josefs-Kai war immer schon problematisch, da die Grünphase oftmals mit der querenden Straßenbahn kollidiert, die Wegführung ist schwierig und unübersichtlich.Jetzt wurde auch noch die Grünphase für Radfahrer*innen verkürzt!",Ampel
Der Fahrradstreifen gegen die Einbahn in der Fröhlichgasse (gegenüber ONr. 56) ist häufig durch parkende PKW verstellt.,Hindernis
"Dies betrifft nicht nur die Florianigasse, sondern alle neuen ""Einfahrt verboten"" Schilder, auf denen die ""ausgenommen Fahrrad"" Beschriftung jetzt integriert ist. Früher gab es ein eigenes rechteckiges Schild unter den eigentlichen ""Einfahrt Verboten"" Schildern, jetzt aber ist dieser Vermerk auf die Tafel aufgeklebt- seht klein, in einer dünnen Schrift, die von Weitem nur schwer erkennbar ist. Ich muss immer recht nahe an das Schild heranfahren um zu erkennen ob ich in die Straße einfahren darf oder nicht, weil sich die Schrift so schlecht vom Hintergrund abhebt.",Markierung oder Schild
Die Ampelphase für Radfahrer*innen und Fußgänger*innen ist zu kurz! Durch die unterschiedlichen Phasen für den Autoverkehr (u.a. Linksabbieger in die Untere Donaustraße) müssen die oben genannten ewig warten.,Ampel
Der neue Radweg in der Viehmarkt kann an der Kreuzung mit der Landstraßer Hauptstraße auf dem Fahrrad weder befahren noch verlassen werden.,Hindernis
"Die Durchfahrt zwischen Ampelpfosten, Verkehrstafeln usw. ist viel zu eng,",Gefahrenstelle
"Ein Rechtsabbiegeverbot macht es Radfahrern unmöglich von der Mariahilferstraße auf den Gürtelradweg abzubiegen. Eine Zusatztafel ""ausgenommen Fahrräder"" fehlt.",Markierung oder Schild
"Diese Ampel sollte angesichts des überschaubaren Verkehrsaufkommens entfernt werden. Derartige Anlagen verlocken ohnehin dazu, ignoriert zu werden, und sind somit kontraproduktiv.",Ampel
"Wenn der Radweg hier noch ein bisserl schmäler wäre, könnte man ihn nur mehr mit Dackelschneidern befahren (derzeit streift nur der Lenker am Gebüsch)",Gefahrenstelle
Ampel sollte wegen sehr überschaubarem Verkehrsaufkommen entfernt werden.,Ampel
"Aufgrund der Umleitung im Baustellenbereich befindet man sich nach Querung der Universitätsstraße so nahe an der provisorischen Ampelanlage, dass sie nicht zu sehen ist. Viele Radfahrerinnen queren daher die Rathausstraße nach Versicherung dass die Kreuzung frei ist.",Ampel
"Ein Radweg über den Julius Tandler Platz, der Nordbergstraße und Althahnhstraße verbindet würde sich anbieten. Genug Platz wäre da!",Lückenschluss
"Dafür, dass hier ein reiner Radweg ausgeschildert ist, befinden sich hier zu viele Fußgänger. Oft ist schnelles Vorankommen (es geht zumindest in einer Richtung bergab) nicht möglich und man verpasst die ohnehin kurze Grünphase bei Querung Hernalser Hauptstraße. Wie dies zu lösen ist kann ich nicht sagen.",Markierung oder Schild
Das Kopfsteinplaster am Michaelerplatz ist in einem schlechten Zustand und morgens uebrigens auch gerne nass und daher recht rutschig da haeufig gereinigt wird,Gefahrenstelle
"Diese Radroute ist trotz ihrer Priorität und Bedeutung im Alltagsverkehr nicht einmal wetterfest (Nässe, Schnee) asphaltiert. Als Alltagsroute (somit auch bei Schlechtwetter) somit nicht brauchbar",Hindernis
Das Abbiegen aus der Faradaygasse Richtung Norden in die Franz-Grill-Straße Richtung Norden funktioniert gut. In die andere Richtung leider gar nicht. Hier gibt es leider keine sinnvolle Linksabbiegelösung,Ampel
wenn man ueber die kreuzung bei der augartenbruecke faehrt also von wilhelm kienzel park in ruth maier park steht quasi mitten auf dem radweg ein radwegschild und eine radampel die den weg einengt!,Hindernis
"Eine der lächerlichsten Ampeln von Wien, vom Typ ""Private Ausfahrt wird geregelt, die zufällig in eine größere Kreuzung mündet"". Habe ich noch nie in Verwendung gesehen",Ampel
"An der offiziellen MTB-Strecke Kahlenbergerdorf ist ein Fahrverbot-Schild angebracht (ausgenommen Wirtschaftsfuhren), obwohl es sich um eine offizielle Radstrecke handelt.",Markierung oder Schild
"Beim nun erlaubten Radfahren gegen die Einbahn in der Florianigasse ist hier und an anderen Seitengassen offenbar Rechtsvorrang vorgesehen. Wenn schon, dann sollte an sämlichten Kreuzungen für alle Rechtsvorrang gelten (außer vielleicht bei der Busquerung) und auch die Ampeln entfernt werden.",Markierung oder Schild
Eine Bedarfsampel für Radfahrer an einer Hauptradroute über eine einspurige Straße mit geringem Verkehrsaufkommen ist ein No-Go.,Ampel
Fehlende Rad-Ampel für Querung des Schottenrings Richtung SO,Ampel
Das Radwegschild bei der Einmündung in den Liesinger Platz wird aufgrund der unübersichtlichen Verkehrssituation oft übersehen. Radfahrer fahren intuitiv gegen die Einbahn und werden von der Polizei gestraft.,Markierung oder Schild
"Die Kurve am Radweg ist viel zu scharf und schlecht einsichtig, wenn man schnell unterwegs ist, ist die Gefahr von Kollisionen sehr groß. (",Gefahrenstelle
Entwässerung defekt. Nach Regenfällen ist der Radweg immer in seiner vollen Breite überschwemmt.,Hindernis
Die Räumzeit nach der Grünphase von der Lazarettgasse kommend ist viel zu kurz für Radfahrer die links in Richtung währinger abbiegen. Wenn beim ersten grünen Blinker noch mit drüber gefahren wird kommt einem auf der anderen Seite schon der Gegenverkehr in die Spur. 5 sek.,Ampel
Die Rosenhügelstraße sollte zwischen Speisinger Straße und Karl-Schwed-Gasse einen ZweiRichtungsRadweg bzw. eine protected Bike Lane auf südlicher Seite erhalten.,Lückenschluss
"Hier wird anscheinend erwartet, die Kreuzung etappenweise zu überqueren, falls man aus der Argentinierstraße kommen auf den Radweg Richtung Osten will.",Ampel
"Die Baustelle blockiert den Radweg. Da der Radweg bis unmittelbar vor der Baustelle geht und für diesen Benutzungspflicht gilt, ist ein einigermaßen Flüssiges vorankommen hier unmöglich.",Hindernis
Der Radweg in der Längenfeldgasse auf Höhe Volkshochschule wird über den Parkplatz geführt - in der Mitte gibt es eine sehr steile Auf-und Abfahrten - finde ich täglich aufs Neue sehr unangenehm.,Hindernis
Bessere Beschilderung des Weges in die Ullmannstraße.,Markierung oder Schild
Der Kurze Radweg Gerasdorferstr. bis Allißengasse könnte durchs Feld bis zur Katharina Scheiter Gasse weitergebaut werden. Das wäre eine tolle Verbindung zur Siemensstrasse oder nach Leopoldau über die Lvantgasse oder zur neuen Siedlung beim Gaswerk und auch zur Unterführung Richard Neutra Gasse.,Lückenschluss
"Die Markierung für den RgE sollte über die gesamte Länge gehen, da Fahrzeuge, die an der Ampel Neulerchenfelder Straße warten, oft sehr nah an der falschen Fahrbahnseite stehen.",Markierung oder Schild
"Hier befindet sich ein merkwürdiger, benutzungspflichtig ausgeschilderter Radweg (ca. 5m lang, auf dem linkseitigen Gehsteig an der Döblinger Hauptstraße Richtung Norden). Das macht überhaupt keinen Sinn, bitte entfernen!",Markierung oder Schild
"Wahrscheinlich schwer durchzuführen, aber ein Lückenschluss des Radwegs am inneren Gürtel wäre toll und würde die Gürtelroute für Radfahrer deutlich aufwerten",Lückenschluss
"Ich bin der Meinung, dass an dieser Stelle der Mehrzweckstreifen auf der linken Seite der Fahrbahn entfern gehört. Er ist nicht konform mit dem Rechtsfahrgebot und zwingt die Radfahrer zu einem unnötigen und potentiell gefährlichen Spurwechsel kurz vor der Kreuzung+Ampel.",Markierung oder Schild
"Mittlerweile ist dieser Weg wegen Umbauarbeiten komplett gesperrt. Für Ost-West-Routen (bei mir bisher entlang Kirchfeldgasse, Wundtgasse, Riedelgasse) muss man nun weiter nach Südwest bis zur Walter",Hindernis
"Fahre mit Kindern gerne in der Rieglgasse, da hier wenig Verkehr ist. Ideal wäre hier noch eine Rampe auf den Radweg in der Schererstraße.",Lückenschluss
"Hier fehlt die Zusatztafel ""ausgenommen Radfahrer"", damit man als Radler auch untertags rechts abbiegen darf.",Markierung oder Schild
Wientalradweg verlängern...,Lückenschluss
"Im moment ist total unklar wo man hier fahren kann mit Rad, Jeder tag andere Situation.",Gefahrenstelle
"Sinnlose Ampel- Fußgängerübergang, der über die halbe Straße fürjrt und dann direkt in den Straßenbahnschienen endet. Ärgerliche unnötige Zeitverzögerung für Radfahrer!",Ampel
Bitte den Pelargonienweg mit dem Zwerchäckerweg verbinden. Damit zwischen Leopoldau und Breitenlee eine direkte Radwegverbindung entsteht.,Lückenschluss
Die Ampel erkennt auf der Linksabbiegespur der Ghegastraße (Nordosten) Richtung Arsenalstraße (Südosten) nicht zuverlässig Radfahrer.,Ampel
"An diser Stelle teilt sich der RAdweg, in der Mitte steht ein Baum und da ist eine Stolperfalle eingebaut, wenn man hier nicht aufpasst, bei viel radverkehr etwas vonm Weg abkommt,""fällt "" man da rein und es kommt zu einem Sturtz",Gefahrenstelle
"Die Schaffung eines Radweges entlang einer der sechs Nord-Süd-Straßen im Krankenhaus Hietzing wäre sehr praktisch, da man so eine direktere Route statt erst Wolkersbergenstraße nach Südost und dann Hermesstraße nach Westen hätte.",Lückenschluss
An dieser Stelle habe ich immer eine offizielle Durchfahrmöglichkeit vermisst (Josefstädter Str -> Neulerchenfelder Str.) Eine Behinderung der Straßenbahn ist kaum zu befürchten.,Lückenschluss
"Das Linksabbiegen von der Neulerchenfelder Straße auf den äußeren Gürtelradweg in Richtung Norden ist nicht sehr intuitiv. Korrekterweise muss man wohl dem Schienenverlauf in Richtung Südosten folgen, um dann scharf nach links auf den Radweg abzubiegen. Viele Radler/innen kreuzen hier den Gürtel mit 90 Grad, oder weichen auf einen der Schutzwege aus.",Markierung oder Schild
Hier (im Bereich der Fußgänger/Rad-Ampel von der U6-Station zur Gaullachergasse) wurde der Belag erneuert und auf die Markierung für die Radfahrer vergessen(?). Jedenfalls ist eine gut sichtbare (!) Markierung von der Abzweigung vom Radweg (hier ist sie noch kurz vorhanden. allerdings sehr unauffällig) bis zur Gaullachergasse nötig.,Markierung oder Schild
"2 Fahrspuren pro Richtung, die nicht benötigt werden, da die Autobahn den Verkehr aufnimmt da könnte man doch durch eine simple Abtrennung Platz für einen Radweg und Fußweg schaffen. Mit der Verlängerung zum Pelargonienweg würde eine direkte und weitgehend verkehrsgeschützte Verbdingung zwischen Breitenlee und Leopoldau entstehen.",Lückenschluss
"Die Ketzergasse ist auf der gesamten Länge wirklich ungut zu fahren, gibt es hier überhaupt Alternativrouten oder Pläne für eine Verbesserung?",Gefahrenstelle
Die Fahrradmarkierungen entlang der Alser Strasse sind abgefahren und schlecht ersichtlich. Gefahr weil viel Verkehr bei engen Strassenführung.,Markierung oder Schild
Der Straßenbelag ist hier Richtung Graben in einem wirklich sehr schlechten Zustand.,Gefahrenstelle
Durchgang oft am oberen Ende mit Auto verparkt. Man kommt teilweise mit dem Kinderwagen kaum durch,Hindernis
"Ob eine provisorische Endhaltestelle ist, weiß ich nicht, aber die Situation in Hebragasse ist äußerst unangenehm. Es ragen einige Autos über die Parkflächen hinaus. Lösung wären Längsparkplätze.",Hindernis
Fahrradweg auf der Rußbergstraße von der Straßenbahnhaltestelle 26 bis Anton-Böckgasse beidseitig verlängern.,Lückenschluss
"Der Radweg von der Wehlistraße zur Rampe Praterbrücke ist durch hereinragendes Gebüsch eingeengt. Auch wenn der Weg nicht so stark benutzt ist, sollte das Gebüsch beschnitten werden.",Hindernis
"Ein durchgehender Radweg (ausgehend von der Donaufelder Str. )auf der Breitenleer Str. wäre toll und ich müsste nicht jeden Tag um mein Leben fürchten, wenn ich zur Arbeit fahre.",Lückenschluss
der Steg ist im Verlauf der Hauptradroute U4 Meildinger Hauptstraße - Schloss Hetzendorf ist nur über Stufen zu passieren Ideal wäre die Errichtung einer Rampe woe zB Höhe Rosenhügelstraße,Hindernis
Wegen der Baustelle (vermute ich) ist da ein Fahrverbotsschild (ausgenommen Zufahrt oder so). Da sollte Fahrrad auch ausgenommen sein.,Markierung oder Schild
Ist das die erwähnte Abschrägung (am Beginn der Terramaregasse) und ist sie noch zu steil (oder bereits entschärft)?,Hindernis
Nur ortskundige Autofahrer wissen dass sie bei Betriebs- und Geschäftseinfahrten einen Rad- und Fußgängerweg queren. Täglich biegen Autofahrer in Einfahrten ein ohne zu schauen oder abzubremsen. Täglich erlebe ich auf einem vermeintlich sicheren Radweg unangenehme Situationen.,Gefahrenstelle
Kurz nach der Ampfel ist für GravelbikerInnen und RennradfahrerInnen ein ziemlich gefährlicher Kanaldeckel (Bodenwelle). Zudem ist hier noch kein Mehrzweckstreifen eingezeichnet. Was diese Stelle dadu..,Hindernis
Auf der Brünner Straße und der Gerasdorfer Straße fehlt sichere Radfahrinfrastruktur komplett. Selbst nach einer Straßenerneuerung wurde kein Radweg errichtet.,Lückenschluss
"Hier endet der Radweg plötzlich in einer riesigen Baustelle. Eine Gegenfahrbahn an der östlichen Seite des U4-Centers, um direkt die Meidlinger Hautpstraße zu erreichen, ist aber anscheinend weiterhin nicht vorgesehen.",Lückenschluss
