text,label,typ
Starker Gegenverkehr auf zu schmalem gemeinsamen Geh-Radweg.,Gefahrenstelle,synthetisch
Dunkle Passage ohne Beleuchtung – Gefahr für Radfahrer.,Gefahrenstelle,synthetisch
Autofahrer missachten Vorrang der Radfahrer an der Kreuzung.,Gefahrenstelle,synthetisch
Radstreifen führt direkt in Türöffnungsbereich geparkter Autos.,Gefahrenstelle,synthetisch
Unbeleuchteter Bereich auf dem Radweg im Herbst gefährlich.,Gefahrenstelle,synthetisch
Fußgänger queren Radweg ohne zu schauen am Schwedenplatz.,Gefahrenstelle,synthetisch
Radfahrer werden beim Linksabbiegen übersehen.,Gefahrenstelle,synthetisch
Kreuzung am Praterstern – hohes Unfallrisiko für Radfahrer.,Gefahrenstelle,synthetisch
Fahrbahn nach Regen sehr glitschig – Sturzgefahr.,Gefahrenstelle,synthetisch
Autos parken auf Schutzweg und blockieren Sicht.,Gefahrenstelle,synthetisch
Radweg führt direkt über Straßenbahnschienen – rutschig.,Gefahrenstelle,synthetisch
Ungesicherte Einfahrt zu Supermarkt kreuzt Radweg.,Gefahrenstelle,synthetisch
Kein Sicherheitsabstand beim Überholen durch Busse.,Gefahrenstelle,synthetisch
Radfahrer müssen bei Grün abbiegen obwohl Autos noch fahren.,Gefahrenstelle,synthetisch
Gefährliche Engstelle durch Bauzaun auf Radweg.,Gefahrenstelle,synthetisch
Kreuzung nach Umbau für Radfahrer unübersichtlicher als vorher.,Gefahrenstelle,synthetisch
Zu schmaler Radweg bei der Brücke über den Wienfluss.,Gefahrenstelle,synthetisch
Radfahrer müssen auf Gehweg ausweichen wegen Bauarbeiten.,Gefahrenstelle,synthetisch
Schiene ragt aus Boden heraus – Sturzgefahr.,Gefahrenstelle,synthetisch
Kreuzung beim Stadtpark ohne ausreichende Wartebereich für Radfahrer.,Gefahrenstelle,synthetisch
Autofahrer biegen in falsche Richtung ab und kommen entgegen.,Gefahrenstelle,synthetisch
Keine Schutzzone beim Türöffnen in der Begegnungszone.,Gefahrenstelle,synthetisch
Taxistand direkt am Beginn des Radwegs.,Gefahrenstelle,synthetisch
Radfahrer werden beim Einfahren in Kreisverkehr übersehen.,Gefahrenstelle,synthetisch
Zu schnelle Autos auf der Rampe beim Parlamentsring.,Gefahrenstelle,synthetisch
Radweg endet bei Baustelle ohne Warnung.,Gefahrenstelle,synthetisch
Überholmanöver gefährlich nah am Donaukanal.,Gefahrenstelle,synthetisch
Schlechte Sicht durch falsch geparkten LKW an der Kreuzung.,Gefahrenstelle,synthetisch
Radfahrer müssen Kreuzung ohne Ampelregelung queren.,Gefahrenstelle,synthetisch
Gehweg und Radweg enden gleichzeitig – wohin jetzt?,Gefahrenstelle,synthetisch
Falschfahrer in der Einbahn ohne Fahrrad-Ausnahme.,Gefahrenstelle,synthetisch
Kreuzung Gürtel – Autos fahren bei Orange noch durch.,Gefahrenstelle,synthetisch
Radweg direkt neben Bushaltestelle – gefährliche Situation.,Gefahrenstelle,synthetisch
Hohe Bordsteinkante beim Übergang auf den Radweg.,Gefahrenstelle,synthetisch
Autos ignorieren Bodenmarkierung des Radwegs.,Gefahrenstelle,synthetisch
Fußgängerzone wird von Autos trotz Verbot befahren.,Gefahrenstelle,synthetisch
Einbahnregelung unklar – Gegenverkehr auf dem Radweg.,Gefahrenstelle,synthetisch
Radfahrer werden beim Queren der Abbiegespur übersehen.,Gefahrenstelle,synthetisch
Große Pfütze nach Starkregen – Radweg komplett überflutet.,Hindernis,synthetisch
Straßenschäden nach Kanalreparatur nicht behoben.,Hindernis,synthetisch
Herausstehende Bolzen auf dem Radweg nach Bauarbeiten.,Hindernis,synthetisch
Papiermüll vom Wochenmarkt auf dem Radstreifen.,Hindernis,synthetisch
Scherben nach nächtlichem Vandalismus auf dem Radweg.,Hindernis,synthetisch
Starke Unebenheiten durch Wurzeln unter dem Asphalt.,Hindernis,synthetisch
Kabelstrang quer über den Radweg gespannt.,Hindernis,synthetisch
Poller zu eng gesetzt – Lastenräder kommen nicht durch.,Hindernis,synthetisch
Sandsäcke vom letzten Hochwasser noch nicht entfernt.,Hindernis,synthetisch
Straßenmarkierungsmaschine hat Farbe auf Radweg verschüttet.,Hindernis,synthetisch
Eiszapfen von Dach fallen auf Radweg.,Hindernis,synthetisch
Falsch abgestellte E-Scooter blockieren den Radweg.,Hindernis,synthetisch
Belagschäden durch Wurzeln nahe der Allee.,Hindernis,synthetisch
Gerüstbefestigung ragt in Fahrbahn hinein.,Hindernis,synthetisch
Straßenbauarbeiten – Schotter auf dem Radstreifen.,Hindernis,synthetisch
Rollcontainer vom Supermarkt auf Radweg abgestellt.,Hindernis,synthetisch
Tiefer Riss quer über den Radweg nach Frostperiode.,Hindernis,synthetisch
Straßenlaterne falsch positioniert – blockiert Durchfahrt.,Hindernis,synthetisch
Absperrgitter nach Veranstaltung stehen noch auf Radweg.,Hindernis,synthetisch
Übergehendes Wasser aus Kanalisation auf Radweg.,Hindernis,synthetisch
Baustellen-WC auf dem Radstreifen aufgestellt.,Hindernis,synthetisch
Bretter von der Fassadenrenovierung auf Radweg.,Hindernis,synthetisch
Lieferwagen steht täglich auf Radstreifen beim Bäcker.,Hindernis,synthetisch
Defekter Kanaldeckel ragt über Fahrbahnniveau.,Hindernis,synthetisch
Schotter von der Böschung auf dem Radweg.,Hindernis,synthetisch
E-Bike Ladestation falsch platziert – versperrt Weg.,Hindernis,synthetisch
Schwere Regenrinne nach Sturm auf Fahrbahn.,Hindernis,synthetisch
Tiefes Schlagloch im Kurvenbereich – schwer sichtbar.,Hindernis,synthetisch
Rollrasen-Reste nach Parkumgestaltung auf Radweg.,Hindernis,synthetisch
Straßenfeger hat Kehricht auf Radstreifen geschoben.,Hindernis,synthetisch
Gehwegplatten nach Arbeiten auf Radweg gestapelt.,Hindernis,synthetisch
Schnee von Einfahrt auf Radweg geworfen – Eisfläche.,Hindernis,synthetisch
Großes Loch im Belag nach Wasserleitungsbruch.,Hindernis,synthetisch
Zeitung-Verteiler hat Pakete auf Radstreifen gelegt.,Hindernis,synthetisch
Betonmixer hat Reste auf Radweg hinterlassen.,Hindernis,synthetisch
Herabgefallene Dachziegel auf Radweg.,Hindernis,synthetisch
Gerüst-Fundamente ragen in Radstreifen.,Hindernis,synthetisch
Überhängende Äste auf Kopfhöhe des Radwegs.,Hindernis,synthetisch
Straßenbahn-Weichenbereich sehr rutschig bei Nässe.,Hindernis,synthetisch
Alte Gleise ragen aus dem Boden auf dem Radweg.,Hindernis,synthetisch
Bauzaun wurde verschoben und blockiert jetzt Radweg.,Hindernis,synthetisch
Rollstuhlrampe blockiert Durchfahrt auf schmalem Radweg.,Hindernis,synthetisch
Kies nach Gartenarbeiten auf dem Radstreifen.,Hindernis,synthetisch
Schneeräumfahrzeug hat Schneewall auf Radweg aufgetürmt.,Hindernis,synthetisch
Straßenschäden seit Monaten nicht repariert.,Hindernis,synthetisch
Holzpaletten vor dem Restaurant auf Radweg.,Hindernis,synthetisch
Abgesplitterter Randstein liegt auf dem Radweg.,Hindernis,synthetisch
Fahrbahnteiler ragt zu weit in Radweg hinein.,Hindernis,synthetisch
Werbetafel auf Radweg-Niveau aufgestellt.,Hindernis,synthetisch
Kanaldeckel fehlt – offene Grube auf dem Radweg.,Hindernis,synthetisch
Asphaltaufwölbung durch Hitzeschäden auf Radweg.,Hindernis,synthetisch
Straßenmarkierungen abgelöst – scharfe Kanten.,Hindernis,synthetisch
Schneereste nach Winterdienst gefroren auf Radweg.,Hindernis,synthetisch
Gerüst-Fundament ragt 30cm in den Radstreifen.,Hindernis,synthetisch
Müllcontainer wurde auf Radweg gestellt.,Hindernis,synthetisch
Baucontainer parkt seit Wochen auf Radstreifen.,Hindernis,synthetisch
Straße nach Veranstaltung nicht gereinigt – voller Müll.,Hindernis,synthetisch
Überfahrener Rucksack liegt seit Tagen auf Radweg.,Hindernis,synthetisch
Verrottetes Holz von der Brückenreparatur auf Radweg.,Hindernis,synthetisch
Kette von der Absperrung liegt auf Radway.,Hindernis,synthetisch
Einbahnregelung für Radfahrer nicht an der Ausfahrt markiert.,Markierung oder Schild,synthetisch
Zweirichtungsradweg ohne Markierung auf der Fahrbahn.,Markierung oder Schild,synthetisch
Fehlendes Schild für Radfahrer-Vorrang an der Querung.,Markierung oder Schild,synthetisch
Kein Hinweis auf Radfahrverboten-Ende nach Tunnel.,Markierung oder Schild,synthetisch
Schutzweg-Markierung fehlt beim Radweg-Übergang.,Markierung oder Schild,synthetisch
Schilder für Einbahn-Öffnung nur auf einer Seite.,Markierung oder Schild,synthetisch
Radfahrstreifen ohne Piktogramm auf neuer Strecke.,Markierung oder Schild,synthetisch
Kein Hinweisschild auf Radweg-Umleitung.,Markierung oder Schild,synthetisch
Tempobeschränkung für Radfahrer in Fußgängerzone fehlt.,Markierung oder Schild,synthetisch
Radweg-Beginn nicht klar markiert nach Kreuzung.,Markierung oder Schild,synthetisch
Fehlende Kennzeichnung des gemeinsamen Geh-Radwegs.,Markierung oder Schild,synthetisch
Kein Schild für Radfahrer-Zufahrt zu Parkanlage.,Markierung oder Schild,synthetisch
Abbiegeschild für Radfahrer fehlt an der Hauptroute.,Markierung oder Schild,synthetisch
Alte Bodenmarkierung unklar nach Straßenrenovierung.,Markierung oder Schild,synthetisch
Radfahrer-Piktogramm auf Fahrbahn fehlt nach Reparatur.,Markierung oder Schild,synthetisch
Beschilderung nach Umbau des Kreuzungsbereichs fehlt.,Markierung oder Schild,synthetisch
Kein Hinweis auf Radfahrer-Gegenverkehr in Einbahn.,Markierung oder Schild,synthetisch
Schilder widersprechen sich an dieser Stelle.,Markierung oder Schild,synthetisch
Querungsmarkierung für Radfahrer fehlt.,Markierung oder Schild,synthetisch
Fehlende Radfahrer-Ausnahme bei Zufahrtsverbot.,Markierung oder Schild,synthetisch
Kein Schild für Radroute nach Abzweigung.,Markierung oder Schild,synthetisch
Tempo-20-Schild für Fußgängerzone nicht für Radfahrer.,Markierung oder Schild,synthetisch
Markierung der Radfahrer-Aufstellfläche fehlt.,Markierung oder Schild,synthetisch
Hinweis auf Radweg-Ende vor Einmündung fehlt.,Markierung oder Schild,synthetisch
Kein Vorrang-Schild für Radfahrer an Hauptroute.,Markierung oder Schild,synthetisch
Zebrastreifen ohne Radfahrer-Fahrradüberfahrt markiert.,Markierung oder Schild,synthetisch
Beschilderung für Shared-Space ohne Radfahrer-Symbol.,Markierung oder Schild,synthetisch
Kein Schild für erlaubtes Radfahren in Fußgängerzone.,Markierung oder Schild,synthetisch
Bodenmarkierung verdeckt durch Falschparker.,Markierung oder Schild,synthetisch
Fehlende Markierung bei Fahrradstraße.,Markierung oder Schild,synthetisch
Radfahrer-Ausnahme bei Fahrverbot nicht sichtbar.,Markierung oder Schild,synthetisch
Kein Piktogramm am Ende des Radstreifens.,Markierung oder Schild,synthetisch
Schild für Radweg-Zufahrt fehlt an der Hauptstraße.,Markierung oder Schild,synthetisch
Bodenmarkierung nach Asphaltierung nicht erneuert.,Markierung oder Schild,synthetisch
Radfahrer-Gegenverkehr nicht beschildert in Einbahn.,Markierung oder Schild,synthetisch
Kein Hinweis auf wartepflichtigen Radweg.,Markierung oder Schild,synthetisch
Fehlendes Halte-Verbot auf Radweg.,Markierung oder Schild,synthetisch
Markierung für Radfahrer-Überführung fehlt.,Markierung oder Schild,synthetisch
Schild für Lastenrad-Zufahrt nicht vorhanden.,Markierung oder Schild,synthetisch
Ausnahme für Radfahrer auf Fußgänger-Schild fehlt.,Markierung oder Schild,synthetisch
Radweg-Schild nach Kreuzung fehlt.,Markierung oder Schild,synthetisch
Überholverbot für Autos neben Radweg fehlt.,Markierung oder Schild,synthetisch
Schild für Radroute nach Renovierung nicht ersetzt.,Markierung oder Schild,synthetisch
Kein Fahrradpiktogramm auf neuem Bodenbelag.,Markierung oder Schild,synthetisch
Radfahrer-Ausfahrt nicht beschildert.,Markierung oder Schild,synthetisch
Fehlende Pfeile für Radfahrer-Führung an Kreuzung.,Markierung oder Schild,synthetisch
Beschilderung nach Straßenbahn-Umbau nicht angepasst.,Markierung oder Schild,synthetisch
Kein Hinweis auf Radfahrer-Pflichtweg.,Markierung oder Schild,synthetisch
Radweg-Priorität nicht durch Schild erkennbar.,Markierung oder Schild,synthetisch
Bodenmarkierung verblasst nach erstem Winter.,Markierung oder Schild,synthetisch
Kein Schild für Fahrrad-Gegenverkehr in Sackgasse.,Markierung oder Schild,synthetisch
Wegweiser für Radroute zeigt falsche Entfernung.,Markierung oder Schild,synthetisch
Radweg-Symbol fehlt bei neuer Unterführung.,Markierung oder Schild,synthetisch
Kein Abbiegepfeil für Radfahrer an Abzweigung.,Markierung oder Schild,synthetisch
Fahrbahnmarkierung für Radfahrer nach Regen kaum sichtbar.,Markierung oder Schild,synthetisch
Beschilderung beim Radweg-Beginn fehlt komplett.,Markierung oder Schild,synthetisch
Kein Schild für Radfahrer-Übergang über Hauptstraße.,Markierung oder Schild,synthetisch
Hinweis auf Gefahrenstelle für Radfahrer fehlt.,Markierung oder Schild,synthetisch
Bodenmarkierung zu schmal für Radstreifen.,Markierung oder Schild,synthetisch
Schild für Radroute nach Umbau falsch aufgestellt.,Markierung oder Schild,synthetisch
Radfahrer-Ampel nach Sturm nicht repariert.,Ampel,synthetisch
Grünphase für Radfahrer endet bevor Kreuzung überquert.,Ampel,synthetisch
Ampelanlage erkennt E-Bike nicht als Radfahrer.,Ampel,synthetisch
Radampel zeigt Grün obwohl Autos noch abbiegen.,Ampel,synthetisch
Bedarfsampel schaltet auch bei keinem Fußgänger auf Rot.,Ampel,synthetisch
Ampelphase für Radfahrer bei der Ringstraße zu kurz.,Ampel,synthetisch
Separate Radfahrer-Ampel fehlt an neuer Kreuzung.,Ampel,synthetisch
Ampel für Radfahrer nicht mit Fußgänger-Grün synchron.,Ampel,synthetisch
Induktionsschleife für Radfahrer seit Monaten defekt.,Ampel,synthetisch
Ampelphase zu kurz für Familien mit Kinderanhänger.,Ampel,synthetisch
Radfahrer-Vorampel nach Umbau nicht wieder installiert.,Ampel,synthetisch
Ampel zeigt gleichzeitig Grün für Autos und Radfahrer.,Ampel,synthetisch
Grünphase endet bevor Lastenrad Kreuzung überquert hat.,Ampel,synthetisch
Neue Ampelanlage ohne separate Phase für Radfahrer.,Ampel,synthetisch
Ampelschaltung bevorzugt Straßenbahn auf Kosten von Radfahrern.,Ampel,synthetisch
Radsignal nach Baustelle nicht mehr vorhanden.,Ampel,synthetisch
Ampelanlage schaltet nie auf Grün für Radfahrer.,Ampel,synthetisch
Zu lange Wartezeit an Bedarfsampel am Donaukanal.,Ampel,synthetisch
Ampelknopf für Radfahrer zu hoch montiert.,Ampel,synthetisch
Grünphase fehlt in einer Richtung an der Kreuzung.,Ampel,synthetisch
Ampelanlage nach Umbau falsch programmiert.,Ampel,synthetisch
Radfahrer-Ampel blinkt konstant – keine klare Phase.,Ampel,synthetisch
Ampel für Radfahrer nach Vandalismus nicht repariert.,Ampel,synthetisch
Grünpfeil für Rechtsabbieger-Radfahrer fehlt.,Ampel,synthetisch
Ampelschaltung berücksichtigt Zweirichtungsradweg nicht.,Ampel,synthetisch
Radfahrer-Ampel zu klein und schlecht sichtbar.,Ampel,synthetisch
Ampelanlage gibt Radfahrern keine eigene Phase.,Ampel,synthetisch
Wartezeit an Schulkreuzung für Radfahrer zu lang.,Ampel,synthetisch
Ampelknopf nach Bauarbeiten nicht mehr erreichbar.,Ampel,synthetisch
Radsignal schaltet auf Grün obwohl Fußgänger noch queren.,Ampel,synthetisch
Ampel für Radfahrer auf falschem Straßenabschnitt.,Ampel,synthetisch
Radampel ohne Countdown nicht rechtzeitig erkennbar.,Ampel,synthetisch
Grünphase für Radfahrer nachts nicht aktiviert.,Ampel,synthetisch
Ampelanlage reagiert nicht auf Radfahrer-Sensor.,Ampel,synthetisch
Neue Ampel ohne Berücksichtigung des Radwegs.,Ampel,synthetisch
Ampelphase endet zu früh für ältere Radfahrer.,Ampel,synthetisch
Radfahrer-Ampel zeigt anderes Signal als erwartet.,Ampel,synthetisch
Grünphase für Radfahrer kürzer nach letzter Änderung.,Ampel,synthetisch
Ampelanlage berücksichtigt Schulkinder nicht.,Ampel,synthetisch
Radsignal fehlt seit Kreuzungsumbau.,Ampel,synthetisch
Ampelschaltung lässt Radfahrer unnötig lange warten.,Ampel,synthetisch
Radfahrer-Ampel nach Beschädigung nicht ersetzt.,Ampel,synthetisch
Zu kurze Grünphase für Radfahrer mit Gepäck.,Ampel,synthetisch
Ampelanlage schaltet nicht auf Grün wenn kein Auto kommt.,Ampel,synthetisch
Sensor für Radfahrer unter Schnee begraben.,Ampel,synthetisch
Grünphase wird übersprungen wenn kein Fahrzeug wartet.,Ampel,synthetisch
Radampel am Gürtel öfters ausgefallen.,Ampel,synthetisch
Ampelanlage nicht für hohe Radfahrerfrequenz ausgelegt.,Ampel,synthetisch
Radsignal gibt zu wenig Zeit für sichere Überquerung.,Ampel,synthetisch
Ampel für Radfahrer bei der U4-Station fehlt.,Ampel,synthetisch
Grünphase für Radfahrer nicht mit Straßenbahn abgestimmt.,Ampel,synthetisch
Ampelanlage nach Reparatur noch schlechter als vorher.,Ampel,synthetisch
Bedarfsampel reagiert nicht auf Fahrrad-Druck.,Ampel,synthetisch
Radfahrer-Signal fehlt auf neuer Brücke.,Ampel,synthetisch
Ampelphase für Radfahrer bei der Tangente zu kurz.,Ampel,synthetisch
Schaltung bevorzugt Busverkehr gegenüber Radfahrern.,Ampel,synthetisch
Ampel am Ende der Unterführung schaltet zu selten.,Ampel,synthetisch
Radsignal nach Kreuzungsrenovierung nicht zurückgesetzt.,Ampel,synthetisch
Grünphase endet während Radfahrer noch in Kreuzung.,Ampel,synthetisch
Ampelanlage lässt Radfahrer bei Rot stehen obwohl frei.,Ampel,synthetisch
Fehlende Radwegverbindung zwischen Favoriten und Meidling.,Lückenschluss,synthetisch
Kein sicherer Radweg auf der Südosttangente.,Lückenschluss,synthetisch
Verbindung zwischen Radroute 4 und Donaukanal fehlt.,Lückenschluss,synthetisch
Kein Radweg auf der stark befahrenen Heiligenstädter Straße.,Lückenschluss,synthetisch
Lücke im Radnetz zwischen Floridsdorf und Kagran.,Lückenschluss,synthetisch
Fehlende Route entlang der Westbahn nach Penzing.,Lückenschluss,synthetisch
Verbindung Prater – Donauinsel für Radfahrer nicht vorhanden.,Lückenschluss,synthetisch
Kein Radweg auf der Laxenburger Straße stadteinwärts.,Lückenschluss,synthetisch
Unterbrechung der Hauptradroute durch Bahnanlage.,Lückenschluss,synthetisch
Fehlende Verbindung zwischen 10. und 11. Bezirk.,Lückenschluss,synthetisch
Kein Radweg auf der Bundesstraße vor der Stadtgrenze.,Lückenschluss,synthetisch
Verbindung vom Bahnhof Penzing zum Zentrum fehlt.,Lückenschluss,synthetisch
Radroute endet abrupt ohne Hinweis auf Alternative.,Lückenschluss,synthetisch
Fehlende Unterführung für Radfahrer unter der Bahn.,Lückenschluss,synthetisch
Kein Radweg entlang des Liesingbachs.,Lückenschluss,synthetisch
Verbindung zwischen Radroute 5 und U6 fehlt.,Lückenschluss,synthetisch
Fehlende Radwegführung durch das neue Stadtentwicklungsgebiet.,Lückenschluss,synthetisch
Kein sicherer Weg für Radfahrer über die Nordbrücke.,Lückenschluss,synthetisch
Verbindung Hütteldorf – Auhof für Radfahrer nicht vorhanden.,Lückenschluss,synthetisch
Fehlende Querverbindung im 22. Bezirk.,Lückenschluss,synthetisch
Kein Radweg auf der stark befahrenen Simmeringer Lände.,Lückenschluss,synthetisch
Verbindung zwischen Radweg und S-Bahn-Station fehlt.,Lückenschluss,synthetisch
Fehlende Route vom 23. Bezirk zur Innenstadt.,Lückenschluss,synthetisch
Kein Radweg auf dem Abschnitt Gürtel–Mariahilfer Straße.,Lückenschluss,synthetisch
Verbindung zwischen Hauptradroute und Bahnhof Meidling fehlt.,Lückenschluss,synthetisch
Fehlende Radwegführung durch den Kurpark Oberlaa.,Lückenschluss,synthetisch
Kein Radweg auf der Wagramer Straße in Floridsdorf.,Lückenschluss,synthetisch
Verbindung vom Donaukanal in den 20. Bezirk fehlt.,Lückenschluss,synthetisch
Fehlende Querung der Bahn für Radfahrer in Simmering.,Lückenschluss,synthetisch
Kein Radweg entlang der Stadtautobahn.,Lückenschluss,synthetisch
Verbindung zwischen Radroute 1 und Westbahnhof nicht vorhanden.,Lückenschluss,synthetisch
Fehlende Route durch das Areal des alten Nordbahnhofs.,Lückenschluss,synthetisch
Kein sicherer Radweg auf der Triester Straße.,Lückenschluss,synthetisch
Verbindung zwischen Radnetz Wien und Niederösterreich fehlt.,Lückenschluss,synthetisch
Fehlende Radwegquerung über die Donau im 21. Bezirk.,Lückenschluss,synthetisch
Kein Radweg auf der Stadteinfahrt von Süden.,Lückenschluss,synthetisch
Verbindung vom Schönbrunner Schlosspark zur Innenstadt fehlt.,Lückenschluss,synthetisch
Fehlende Unterquerung der Stadtautobahn für Radfahrer.,Lückenschluss,synthetisch
Kein Radweg auf der Breitenleer Straße.,Lückenschluss,synthetisch
Verbindung zwischen Radroute 9 und U3 nicht vorhanden.,Lückenschluss,synthetisch
Fehlende Radwegführung entlang des Wienflusses.,Lückenschluss,synthetisch
Kein sicherer Weg für Radfahrer durch das Werksgelände.,Lückenschluss,synthetisch
Verbindung Favoriten–Schwechat für Pendler-Radfahrer fehlt.,Lückenschluss,synthetisch
Fehlende Route entlang der Asperner Straße.,Lückenschluss,synthetisch
Kein Radweg auf der Groß-Enzersdorfer Straße.,Lückenschluss,synthetisch
Verbindung zwischen Radnetz und Flughafen nicht vorhanden.,Lückenschluss,synthetisch
Fehlende Radwegführung durch das Stadtentwicklungsgebiet Seestadt.,Lückenschluss,synthetisch
Kein sicherer Radweg auf der Langobardenstraße.,Lückenschluss,synthetisch
Verbindung zwischen Radroute 11 und Donaustadtbrücke fehlt.,Lückenschluss,synthetisch
Fehlende Route vom Kagran zur Donauinsel.,Lückenschluss,synthetisch
Kein Radweg auf dem Abschnitt Floridsdorf–Stammersdorf.,Lückenschluss,synthetisch
Verbindung zwischen Radnetz und Vösendorf fehlt.,Lückenschluss,synthetisch
Fehlende Unterquerung des Gürtels für Radfahrer.,Lückenschluss,synthetisch
Kein sicherer Radweg auf der Pellendorfer Straße.,Lückenschluss,synthetisch
Verbindung Favoriten–Laxenburg für Radfahrer nicht ausgebaut.,Lückenschluss,synthetisch
Fehlende Radwegführung durch den Böhmischen Prater.,Lückenschluss,synthetisch
Kein Radweg auf der Hausfelgasse in Kagran.,Lückenschluss,synthetisch
Verbindung zwischen Hauptradroute und Spital fehlt.,Lückenschluss,synthetisch
Fehlende Route durch das Gewerbegebiet Inzersdorf.,Lückenschluss,synthetisch
Kein sicherer Radweg auf der Leopoldauer Straße.,Lückenschluss,synthetisch
